Name,Age,Tm,WS,WS/48,Season,Surname,First Name,PlayerID
Larry Johnson,31.0,NYK,4.1,0.09300000000000001,2000-01,Johnson,Larry,1468
Lee Johnson,23.0,TOT,-0.2,-0.095,1980-81,Johnson,Lee,1469
Lee Johnson,23.0,HOU,-0.2,-0.091,1980-81,Johnson,Lee,1469
Lee Johnson,23.0,DET,0.0,-0.132,1980-81,Johnson,Lee,1469
Linton Johnson,23.0,CHI,0.4,0.023,2003-04,Johnson,Linton,1470
Linton Johnson,24.0,SAS,0.0,-0.122,2004-05,Johnson,Linton,1470
Linton Johnson,25.0,TOT,0.4,0.036000000000000004,2005-06,Johnson,Linton,1470
Linton Johnson,25.0,NJN,0.0,-0.065,2005-06,Johnson,Linton,1470
Linton Johnson,25.0,NOK,0.4,0.043,2005-06,Johnson,Linton,1470
Linton Johnson,26.0,NOK,1.9,0.125,2006-07,Johnson,Linton,1470
Linton Johnson,27.0,TOT,0.0,0.024,2007-08,Johnson,Linton,1470
Linton Johnson,27.0,PHO,0.1,0.087,2007-08,Johnson,Linton,1470
Linton Johnson,27.0,TOR,-0.1,-0.308,2007-08,Johnson,Linton,1470
Linton Johnson,28.0,TOT,0.0,-0.004,2008-09,Johnson,Linton,1470
Linton Johnson,28.0,CHA,0.0,0.01,2008-09,Johnson,Linton,1470
Linton Johnson,28.0,CHI,0.0,-0.008,2008-09,Johnson,Linton,1470
Marques Johnson,24.0,MIL,11.2,0.21100000000000002,1980-81,Johnson,Marques,1472
Marques Johnson,25.0,MIL,6.2,0.158,1981-82,Johnson,Marques,1472
Marques Johnson,26.0,MIL,10.7,0.18,1982-83,Johnson,Marques,1472
Marques Johnson,27.0,MIL,8.6,0.152,1983-84,Johnson,Marques,1472
Marques Johnson,28.0,LAC,2.7,0.053,1984-85,Johnson,Marques,1472
Marques Johnson,29.0,LAC,5.9,0.10800000000000001,1985-86,Johnson,Marques,1472
Marques Johnson,30.0,LAC,0.1,0.022000000000000002,1986-87,Johnson,Marques,1472
Marques Johnson,33.0,GSW,0.0,-0.016,1989-90,Johnson,Marques,1472
Mickey Johnson,28.0,MIL,5.3,0.121,1980-81,Johnson,Mickey,1473
Mickey Johnson,29.0,MIL,5.5,0.136,1981-82,Johnson,Mickey,1473
Mickey Johnson,30.0,TOT,4.1,0.095,1982-83,Johnson,Mickey,1473
Mickey Johnson,30.0,MIL,0.1,0.034,1982-83,Johnson,Mickey,1473
Mickey Johnson,30.0,NJN,2.3,0.111,1982-83,Johnson,Mickey,1473
Mickey Johnson,30.0,GSW,1.7,0.08800000000000001,1982-83,Johnson,Mickey,1473
Mickey Johnson,31.0,GSW,3.5,0.079,1983-84,Johnson,Mickey,1473
Mickey Johnson,32.0,GSW,2.7,0.083,1984-85,Johnson,Mickey,1473
Mickey Johnson,33.0,NJN,1.8,0.055,1985-86,Johnson,Mickey,1473
Nick Johnson,22.0,HOU,-0.1,-0.02,2014-15,Johnson,Nick,1474
Ollie Johnson,31.0,PHI,1.3,0.161,1980-81,Johnson,Ollie,1475
Ollie Johnson,32.0,PHI,0.2,0.076,1981-82,Johnson,Ollie,1475
Orlando Johnson,23.0,IND,1.5,0.115,2012-13,Johnson,Orlando,1477
Orlando Johnson,24.0,TOT,0.1,0.008,2013-14,Johnson,Orlando,1477
Orlando Johnson,24.0,IND,0.2,0.031,2013-14,Johnson,Orlando,1477
Orlando Johnson,24.0,SAC,-0.1,-0.14400000000000002,2013-14,Johnson,Orlando,1477
Orlando Johnson,26.0,TOT,-0.2,-0.087,2015-16,Johnson,Orlando,1477
Orlando Johnson,26.0,PHO,0.0,0.026000000000000002,2015-16,Johnson,Orlando,1477
Orlando Johnson,26.0,NOP,-0.2,-0.185,2015-16,Johnson,Orlando,1477
Reggie Johnson,23.0,SAS,3.0,0.085,1980-81,Johnson,Reggie,1478
Reggie Johnson,24.0,TOT,3.9,0.099,1981-82,Johnson,Reggie,1478
Reggie Johnson,24.0,SAS,1.0,0.095,1981-82,Johnson,Reggie,1478
Reggie Johnson,24.0,CLE,1.1,0.085,1981-82,Johnson,Reggie,1478
Reggie Johnson,24.0,KCK,1.8,0.113,1981-82,Johnson,Reggie,1478
Reggie Johnson,25.0,TOT,2.4,0.07400000000000001,1982-83,Johnson,Reggie,1478
Reggie Johnson,25.0,KCK,1.8,0.087,1982-83,Johnson,Reggie,1478
Reggie Johnson,25.0,PHI,0.6,0.05,1982-83,Johnson,Reggie,1478
Reggie Johnson,26.0,NJN,1.6,0.094,1983-84,Johnson,Reggie,1478
Stanley Johnson,19.0,DET,0.6,0.018000000000000002,2015-16,Johnson,Stanley,1479
Stanley Johnson,20.0,DET,0.4,0.012,2016-17,Johnson,Stanley,1479
Steffond Johnson,24.0,LAC,-0.2,-0.037000000000000005,1986-87,Johnson,Steffond,1480
Steve Johnson,24.0,KCK,4.4,0.121,1981-82,Johnson,Steve,1481
Steve Johnson,25.0,KCK,4.4,0.13699999999999998,1982-83,Johnson,Steve,1481
Steve Johnson,26.0,TOT,2.4,0.079,1983-84,Johnson,Steve,1481
Steve Johnson,26.0,KCK,1.4,0.075,1983-84,Johnson,Steve,1481
Steve Johnson,26.0,CHI,1.0,0.084,1983-84,Johnson,Steve,1481
Steve Johnson,27.0,CHI,3.1,0.09,1984-85,Johnson,Steve,1481
Steve Johnson,28.0,SAS,4.9,0.128,1985-86,Johnson,Steve,1481
Steve Johnson,29.0,POR,4.4,0.091,1986-87,Johnson,Steve,1481
Steve Johnson,30.0,POR,1.3,0.057999999999999996,1987-88,Johnson,Steve,1481
Steve Johnson,31.0,POR,1.7,0.055999999999999994,1988-89,Johnson,Steve,1481
Steve Johnson,32.0,TOT,0.0,0.006,1989-90,Johnson,Steve,1481
Steve Johnson,32.0,MIN,-0.2,-0.5870000000000001,1989-90,Johnson,Steve,1481
Steve Johnson,32.0,SEA,0.2,0.047,1989-90,Johnson,Steve,1481
Steve Johnson,33.0,GSW,0.2,0.034,1990-91,Johnson,Steve,1481
Trey Johnson,24.0,CLE,-0.1,-0.205,2008-09,Johnson,Trey,1482
Trey Johnson,26.0,TOT,0.0,-0.009000000000000001,2010-11,Johnson,Trey,1482
Trey Johnson,26.0,TOR,-0.1,-0.048,2010-11,Johnson,Trey,1482
Trey Johnson,26.0,LAL,0.1,0.23,2010-11,Johnson,Trey,1482
Trey Johnson,27.0,NOH,0.1,0.096,2011-12,Johnson,Trey,1482
Tyler Johnson,22.0,MIA,0.8,0.06,2014-15,Johnson,Tyler,1483
Tyler Johnson,23.0,MIA,2.0,0.113,2015-16,Johnson,Tyler,1483
Tyler Johnson,24.0,MIA,5.8,0.128,2016-17,Johnson,Tyler,1483
Vinnie Johnson,24.0,SEA,5.9,0.122,1980-81,Johnson,Vinnie,1484
Vinnie Johnson,25.0,TOT,2.7,0.098,1981-82,Johnson,Vinnie,1484
Vinnie Johnson,25.0,SEA,0.2,0.114,1981-82,Johnson,Vinnie,1484
Vinnie Johnson,25.0,DET,2.4,0.09699999999999999,1981-82,Johnson,Vinnie,1484
Vinnie Johnson,26.0,DET,7.7,0.147,1982-83,Johnson,Vinnie,1484
Vinnie Johnson,27.0,DET,4.1,0.10300000000000001,1983-84,Johnson,Vinnie,1484
Vinnie Johnson,28.0,DET,4.2,0.09699999999999999,1984-85,Johnson,Vinnie,1484
Vinnie Johnson,29.0,DET,4.7,0.115,1985-86,Johnson,Vinnie,1484
Vinnie Johnson,30.0,DET,4.8,0.107,1986-87,Johnson,Vinnie,1484
Vinnie Johnson,31.0,DET,2.3,0.055999999999999994,1987-88,Johnson,Vinnie,1484
Vinnie Johnson,32.0,DET,5.9,0.136,1988-89,Johnson,Vinnie,1484
Vinnie Johnson,33.0,DET,3.2,0.079,1989-90,Johnson,Vinnie,1484
Vinnie Johnson,34.0,DET,3.8,0.077,1990-91,Johnson,Vinnie,1484
Vinnie Johnson,35.0,SAS,1.2,0.042,1991-92,Johnson,Vinnie,1484
Wesley Johnson,23.0,MIN,1.3,0.03,2010-11,Johnson,Wesley,1485
Wesley Johnson,24.0,MIN,0.6,0.021,2011-12,Johnson,Wesley,1485
Wesley Johnson,25.0,PHO,0.0,0.0,2012-13,Johnson,Wesley,1485
Wesley Johnson,26.0,LAL,1.9,0.040999999999999995,2013-14,Johnson,Wesley,1485
Wesley Johnson,27.0,LAL,1.7,0.037000000000000005,2014-15,Johnson,Wesley,1485
Wesley Johnson,28.0,LAC,2.6,0.076,2015-16,Johnson,Wesley,1485
Wesley Johnson,29.0,LAC,0.9,0.051,2016-17,Johnson,Wesley,1485
Dennis Johnson,26.0,PHO,8.4,0.154,1980-81,Johnson,Dennis,1449
Dennis Johnson,27.0,PHO,8.1,0.132,1981-82,Johnson,Dennis,1449
Dennis Johnson,28.0,PHO,6.6,0.125,1982-83,Johnson,Dennis,1449
Dennis Johnson,29.0,BOS,5.7,0.102,1983-84,Johnson,Dennis,1449
Dennis Johnson,30.0,BOS,6.4,0.10300000000000001,1984-85,Johnson,Dennis,1449
Dennis Johnson,31.0,BOS,6.7,0.11800000000000001,1985-86,Johnson,Dennis,1449
Dennis Johnson,32.0,BOS,5.2,0.085,1986-87,Johnson,Dennis,1449
Dennis Johnson,33.0,BOS,5.0,0.091,1987-88,Johnson,Dennis,1449
Dennis Johnson,34.0,BOS,2.5,0.051,1988-89,Johnson,Dennis,1449
Dennis Johnson,35.0,BOS,3.8,0.08900000000000001,1989-90,Johnson,Dennis,1449
Magic Johnson,21.0,LAL,6.4,0.225,1980-81,Johnson,Magic,1471
Magic Johnson,22.0,LAL,12.9,0.207,1981-82,Johnson,Magic,1471
Magic Johnson,23.0,LAL,12.5,0.207,1982-83,Johnson,Magic,1471
Magic Johnson,24.0,LAL,10.2,0.191,1983-84,Johnson,Magic,1471
Magic Johnson,25.0,LAL,12.7,0.22,1984-85,Johnson,Magic,1471
Magic Johnson,26.0,LAL,12.1,0.226,1985-86,Johnson,Magic,1471
Magic Johnson,27.0,LAL,15.9,0.263,1986-87,Johnson,Magic,1471
Magic Johnson,28.0,LAL,10.9,0.19899999999999998,1987-88,Johnson,Magic,1471
Magic Johnson,29.0,LAL,16.1,0.267,1988-89,Johnson,Magic,1471
Magic Johnson,30.0,LAL,16.5,0.27,1989-90,Johnson,Magic,1471
Magic Johnson,31.0,LAL,15.4,0.251,1990-91,Johnson,Magic,1471
Magic Johnson,36.0,LAL,3.6,0.18100000000000002,1995-96,Johnson,Magic,1471
Darius Johnson-Odom,23.0,LAL,-0.1,-0.439,2012-13,Johnson-Odom,Darius,1486
Darius Johnson-Odom,24.0,PHI,-0.2,-0.6609999999999999,2013-14,Johnson-Odom,Darius,1486
Nate Johnston,23.0,TOT,0.1,0.05,1989-90,Johnston,Nate,1487
Nate Johnston,23.0,UTA,0.0,0.008,1989-90,Johnston,Nate,1487
Nate Johnston,23.0,POR,0.1,0.057999999999999996,1989-90,Johnston,Nate,1487
Jim Johnstone,22.0,TOT,-0.1,-0.02,1982-83,Johnstone,Jim,1488
Jim Johnstone,22.0,SAS,-0.1,-0.065,1982-83,Johnstone,Jim,1488
Jim Johnstone,22.0,DET,0.0,-0.001,1982-83,Johnstone,Jim,1488
Nikola Jokic,20.0,DEN,6.7,0.185,2015-16,Jokic,Nikola,1489
Nikola Jokic,21.0,DEN,9.7,0.22899999999999998,2016-17,Jokic,Nikola,1489
Alvin Jones,23.0,PHI,0.1,0.034,2001-02,Jones,Alvin,1490
Anthony Jones,24.0,TOT,0.5,0.027000000000000003,1986-87,Jones,Anthony,1491
Anthony Jones,24.0,WSB,0.0,-0.006999999999999999,1986-87,Jones,Anthony,1491
Anthony Jones,24.0,SAS,0.5,0.032,1986-87,Jones,Anthony,1491
Anthony Jones,26.0,TOT,0.3,0.078,1988-89,Jones,Anthony,1491
Anthony Jones,26.0,CHI,0.0,0.033,1988-89,Jones,Anthony,1491
Anthony Jones,26.0,DAL,0.3,0.10099999999999999,1988-89,Jones,Anthony,1491
Anthony Jones,27.0,DAL,0.0,-0.001,1989-90,Jones,Anthony,1491
Askia Jones,23.0,MIN,-0.1,-0.021,1994-95,Jones,Askia,1492
Bill Jones,22.0,NJN,0.6,0.08900000000000001,1988-89,Jones,Bill,1493
Bobby Jones,29.0,PHI,9.2,0.217,1980-81,Jones,Bobby,1494
Bobby Jones,30.0,PHI,8.2,0.18100000000000002,1981-82,Jones,Bobby,1494
Bobby Jones,31.0,PHI,6.4,0.175,1982-83,Jones,Bobby,1494
Bobby Jones,32.0,PHI,6.0,0.163,1983-84,Jones,Bobby,1494
Bobby Jones,33.0,PHI,4.8,0.142,1984-85,Jones,Bobby,1494
Bobby Jones,34.0,PHI,3.2,0.102,1985-86,Jones,Bobby,1494
Bobby Jones,23.0,PHI,0.3,0.045,2006-07,Jones,Bobby,1495
Bobby Jones,24.0,TOT,0.8,0.07,2007-08,Jones,Bobby,1495
Bobby Jones,24.0,DEN,0.3,0.071,2007-08,Jones,Bobby,1495
Bobby Jones,24.0,MEM,0.2,0.079,2007-08,Jones,Bobby,1495
Bobby Jones,24.0,HOU,0.0,-0.018000000000000002,2007-08,Jones,Bobby,1495
Bobby Jones,24.0,MIA,0.2,0.08,2007-08,Jones,Bobby,1495
Bobby Jones,24.0,SAS,0.0,-0.042,2007-08,Jones,Bobby,1495
Caldwell Jones,30.0,PHI,5.5,0.1,1980-81,Jones,Caldwell,1496
Caldwell Jones,31.0,PHI,5.2,0.102,1981-82,Jones,Caldwell,1496
Caldwell Jones,32.0,HOU,2.5,0.05,1982-83,Jones,Caldwell,1496
Caldwell Jones,33.0,HOU,4.1,0.078,1983-84,Jones,Caldwell,1496
Caldwell Jones,34.0,CHI,0.9,0.048,1984-85,Jones,Caldwell,1496
Caldwell Jones,35.0,POR,2.3,0.078,1985-86,Jones,Caldwell,1496
Caldwell Jones,36.0,POR,2.6,0.078,1986-87,Jones,Caldwell,1496
Caldwell Jones,37.0,POR,2.7,0.073,1987-88,Jones,Caldwell,1496
Caldwell Jones,38.0,POR,0.8,0.031,1988-89,Jones,Caldwell,1496
Caldwell Jones,39.0,SAS,1.3,0.07200000000000001,1989-90,Jones,Caldwell,1496
Charles Jones,26.0,PHI,0.0,-0.552,1983-84,Jones,Charles,1497
Charles Jones,23.0,PHO,2.9,0.08900000000000001,1984-85,Jones,Charles,1498
Charles Jones,27.0,TOT,2.2,0.161,1984-85,Jones,Charles,1497
Charles Jones,27.0,CHI,0.0,-0.001,1984-85,Jones,Charles,1497
Charles Jones,27.0,WSB,2.2,0.168,1984-85,Jones,Charles,1497
Charles Jones,28.0,WSB,3.2,0.096,1985-86,Jones,Charles,1497
Charles Jones,24.0,PHO,0.6,0.042,1985-86,Jones,Charles,1498
Charles Jones,29.0,WSB,2.8,0.083,1986-87,Jones,Charles,1497
Charles Jones,30.0,WSB,2.2,0.08199999999999999,1987-88,Jones,Charles,1497
Charles Jones,26.0,POR,0.1,0.017,1987-88,Jones,Charles,1498
Charles Jones,31.0,WSB,1.6,0.068,1988-89,Jones,Charles,1497
Charles Jones,27.0,WSB,0.9,0.086,1988-89,Jones,Charles,1498
Charles Jones,32.0,WSB,3.8,0.08199999999999999,1989-90,Jones,Charles,1497
Charles Jones,33.0,WSB,2.9,0.092,1990-91,Jones,Charles,1497
Charles Jones,34.0,WSB,1.8,0.063,1991-92,Jones,Charles,1497
Charles Jones,35.0,WSB,1.6,0.063,1992-93,Jones,Charles,1497
Charles Jones,36.0,DET,1.5,0.083,1993-94,Jones,Charles,1497
Charles Jones,37.0,HOU,0.0,0.05,1994-95,Jones,Charles,1497
Charles Jones,38.0,HOU,0.6,0.09,1995-96,Jones,Charles,1497
Charles Jones,39.0,HOU,0.2,0.09,1996-97,Jones,Charles,1497
Charles Jones,40.0,HOU,0.2,0.078,1997-98,Jones,Charles,1497
Charles Jones,23.0,CHI,-0.4,-0.037000000000000005,1998-99,Jones,Charles,1499
Charles Jones,24.0,LAC,0.4,0.025,1999-00,Jones,Charles,1499
Dahntay Jones,23.0,MEM,-0.4,-0.114,2003-04,Jones,Dahntay,1500
Dahntay Jones,24.0,MEM,0.9,0.066,2004-05,Jones,Dahntay,1500
Dahntay Jones,25.0,MEM,0.6,0.028999999999999998,2005-06,Jones,Dahntay,1500
Dahntay Jones,26.0,MEM,0.7,0.019,2006-07,Jones,Dahntay,1500
Dahntay Jones,27.0,SAC,0.4,0.096,2007-08,Jones,Dahntay,1500
Dahntay Jones,28.0,DEN,2.0,0.067,2008-09,Jones,Dahntay,1500
Dahntay Jones,29.0,IND,1.8,0.045,2009-10,Jones,Dahntay,1500
Dahntay Jones,30.0,IND,1.2,0.102,2010-11,Jones,Dahntay,1500
Dahntay Jones,31.0,IND,2.0,0.09,2011-12,Jones,Dahntay,1500
Dahntay Jones,32.0,TOT,0.6,0.026000000000000002,2012-13,Jones,Dahntay,1500
Dahntay Jones,32.0,DAL,0.4,0.033,2012-13,Jones,Dahntay,1500
Dahntay Jones,32.0,ATL,0.1,0.015,2012-13,Jones,Dahntay,1500
Dahntay Jones,34.0,LAC,0.0,0.013000000000000001,2014-15,Jones,Dahntay,1500
Dahntay Jones,35.0,CLE,0.1,0.096,2015-16,Jones,Dahntay,1500
Dahntay Jones,36.0,CLE,0.0,-0.03,2016-17,Jones,Dahntay,1500
Damian Jones,21.0,GSW,0.0,0.018000000000000002,2016-17,Jones,Damian,1501
Damon Jones,22.0,TOT,0.7,0.095,1998-99,Jones,Damon,1502
Damon Jones,22.0,NJN,0.3,0.109,1998-99,Jones,Damon,1502
Damon Jones,22.0,BOS,0.4,0.087,1998-99,Jones,Damon,1502
Damon Jones,23.0,TOT,0.7,0.053,1999-00,Jones,Damon,1502
Damon Jones,23.0,GSW,0.3,0.08,1999-00,Jones,Damon,1502
Damon Jones,23.0,DAL,0.3,0.04,1999-00,Jones,Damon,1502
Damon Jones,24.0,VAN,1.8,0.062,2000-01,Jones,Damon,1502
Damon Jones,25.0,DET,1.9,0.084,2001-02,Jones,Damon,1502
Damon Jones,26.0,SAC,1.5,0.10300000000000001,2002-03,Jones,Damon,1502
Damon Jones,27.0,MIL,3.9,0.09300000000000001,2003-04,Jones,Damon,1502
Damon Jones,28.0,MIA,8.7,0.162,2004-05,Jones,Damon,1502
Damon Jones,29.0,CLE,3.4,0.077,2005-06,Jones,Damon,1502
Damon Jones,30.0,CLE,2.4,0.09699999999999999,2006-07,Jones,Damon,1502
Damon Jones,31.0,CLE,3.0,0.10800000000000001,2007-08,Jones,Damon,1502
Damon Jones,32.0,MIL,0.0,-0.006999999999999999,2008-09,Jones,Damon,1502
DeQuan Jones,22.0,ORL,0.1,0.006999999999999999,2012-13,Jones,DeQuan,1503
Dominique Jones,22.0,DAL,0.0,0.006999999999999999,2010-11,Jones,Dominique,1505
Dominique Jones,23.0,DAL,0.2,0.044000000000000004,2011-12,Jones,Dominique,1505
Dominique Jones,24.0,DAL,0.0,0.001,2012-13,Jones,Dominique,1505
Dontae' Jones,22.0,BOS,-0.3,-0.175,1997-98,Jones,Dontae',1506
Dwayne Jones,22.0,BOS,0.1,0.081,2005-06,Jones,Dwayne,1507
Dwayne Jones,23.0,CLE,0.0,-0.068,2006-07,Jones,Dwayne,1507
Dwayne Jones,24.0,CLE,1.2,0.121,2007-08,Jones,Dwayne,1507
Dwayne Jones,25.0,CHA,0.1,0.051,2008-09,Jones,Dwayne,1507
Dwayne Jones,26.0,PHO,0.0,0.045,2009-10,Jones,Dwayne,1507
Dwight Jones,28.0,CHI,2.9,0.08900000000000001,1980-81,Jones,Dwight,1508
Dwight Jones,29.0,CHI,3.6,0.086,1981-82,Jones,Dwight,1508
Dwight Jones,30.0,TOT,0.6,0.027000000000000003,1982-83,Jones,Dwight,1508
Dwight Jones,30.0,CHI,0.1,0.008,1982-83,Jones,Dwight,1508
Dwight Jones,30.0,LAL,0.5,0.052000000000000005,1982-83,Jones,Dwight,1508
Earl Jones,24.0,LAL,0.0,-0.307,1984-85,Jones,Earl,1509
Earl Jones,25.0,MIL,0.0,-0.055,1985-86,Jones,Earl,1509
Eddie Jones,23.0,LAL,5.0,0.122,1994-95,Jones,Eddie,1510
Eddie Jones,24.0,LAL,6.8,0.15,1995-96,Jones,Eddie,1510
Eddie Jones,25.0,LAL,9.6,0.154,1996-97,Jones,Eddie,1510
Eddie Jones,26.0,LAL,10.1,0.166,1997-98,Jones,Eddie,1510
Eddie Jones,27.0,TOT,6.0,0.153,1998-99,Jones,Eddie,1510
Eddie Jones,27.0,LAL,2.0,0.134,1998-99,Jones,Eddie,1510
Eddie Jones,27.0,CHH,4.0,0.165,1998-99,Jones,Eddie,1510
Eddie Jones,28.0,CHH,10.1,0.172,1999-00,Jones,Eddie,1510
Eddie Jones,29.0,MIA,7.9,0.166,2000-01,Jones,Eddie,1510
Eddie Jones,30.0,MIA,10.5,0.16,2001-02,Jones,Eddie,1510
Eddie Jones,31.0,MIA,6.0,0.162,2002-03,Jones,Eddie,1510
Eddie Jones,32.0,MIA,9.1,0.146,2003-04,Jones,Eddie,1510
Eddie Jones,33.0,MIA,8.0,0.135,2004-05,Jones,Eddie,1510
Eddie Jones,34.0,MEM,7.2,0.141,2005-06,Jones,Eddie,1510
Eddie Jones,35.0,TOT,3.1,0.094,2006-07,Jones,Eddie,1510
Eddie Jones,35.0,MEM,0.2,0.013000000000000001,2006-07,Jones,Eddie,1510
Eddie Jones,35.0,MIA,3.0,0.138,2006-07,Jones,Eddie,1510
Eddie Jones,36.0,DAL,1.1,0.057999999999999996,2007-08,Jones,Eddie,1510
Edgar Jones,24.0,NJN,2.3,0.11599999999999999,1980-81,Jones,Edgar,1511
Edgar Jones,25.0,DET,2.4,0.14300000000000002,1981-82,Jones,Edgar,1511
Edgar Jones,26.0,TOT,3.4,0.098,1982-83,Jones,Edgar,1511
Edgar Jones,26.0,DET,1.7,0.079,1982-83,Jones,Edgar,1511
Edgar Jones,26.0,SAS,1.7,0.129,1982-83,Jones,Edgar,1511
Edgar Jones,27.0,SAS,3.4,0.09300000000000001,1983-84,Jones,Edgar,1511
Edgar Jones,28.0,TOT,0.9,0.057,1984-85,Jones,Edgar,1511
Edgar Jones,28.0,SAS,0.5,0.07200000000000001,1984-85,Jones,Edgar,1511
Edgar Jones,28.0,CLE,0.4,0.046,1984-85,Jones,Edgar,1511
Edgar Jones,29.0,CLE,2.6,0.122,1985-86,Jones,Edgar,1511
Fred Jones,23.0,IND,0.0,0.019,2002-03,Jones,Fred,1512
Fred Jones,24.0,IND,4.0,0.126,2003-04,Jones,Fred,1512
Fred Jones,25.0,IND,4.8,0.102,2004-05,Jones,Fred,1512
Fred Jones,26.0,IND,2.6,0.069,2005-06,Jones,Fred,1512
Fred Jones,27.0,TOT,1.2,0.044000000000000004,2006-07,Jones,Fred,1512
Fred Jones,27.0,TOR,0.8,0.043,2006-07,Jones,Fred,1512
Fred Jones,27.0,POR,0.4,0.044000000000000004,2006-07,Jones,Fred,1512
Fred Jones,28.0,NYK,2.2,0.061,2007-08,Jones,Fred,1512
Fred Jones,29.0,LAC,1.6,0.052000000000000005,2008-09,Jones,Fred,1512
Hutch Jones,23.0,SDC,0.1,0.064,1982-83,Jones,Hutch,1513
Hutch Jones,24.0,SDC,-0.1,-0.321,1983-84,Jones,Hutch,1513
James Jones,23.0,IND,0.0,0.01,2003-04,Jones,James,1515
James Jones,24.0,IND,2.5,0.09,2004-05,Jones,James,1515
James Jones,25.0,PHO,4.0,0.11,2005-06,Jones,James,1515
James Jones,26.0,PHO,2.2,0.077,2006-07,Jones,James,1515
James Jones,27.0,POR,3.7,0.139,2007-08,Jones,James,1515
James Jones,28.0,MIA,0.9,0.065,2008-09,Jones,James,1515
James Jones,29.0,MIA,1.0,0.099,2009-10,Jones,James,1515
James Jones,30.0,MIA,4.7,0.145,2010-11,Jones,James,1515
James Jones,31.0,MIA,1.7,0.12,2011-12,Jones,James,1515
James Jones,32.0,MIA,0.2,0.054000000000000006,2012-13,Jones,James,1515
James Jones,33.0,MIA,0.7,0.147,2013-14,Jones,James,1515
James Jones,34.0,CLE,1.5,0.11,2014-15,Jones,James,1515
James Jones,35.0,CLE,1.2,0.12,2015-16,Jones,James,1515
James Jones,36.0,CLE,0.8,0.10400000000000001,2016-17,Jones,James,1515
Jumaine Jones,20.0,PHI,0.0,0.008,1999-00,Jones,Jumaine,1517
Jumaine Jones,21.0,PHI,2.3,0.125,2000-01,Jones,Jumaine,1517
Jumaine Jones,22.0,CLE,3.3,0.07400000000000001,2001-02,Jones,Jumaine,1517
Jumaine Jones,23.0,CLE,2.9,0.062,2002-03,Jones,Jumaine,1517
Jumaine Jones,24.0,BOS,0.1,0.019,2003-04,Jones,Jumaine,1517
Jumaine Jones,25.0,LAL,3.7,0.09699999999999999,2004-05,Jones,Jumaine,1517
Jumaine Jones,26.0,CHA,3.0,0.068,2005-06,Jones,Jumaine,1517
Jumaine Jones,27.0,PHO,-0.2,-0.061,2006-07,Jones,Jumaine,1517
Kevin Jones,23.0,CLE,0.2,0.032,2012-13,Jones,Kevin,1518
Major Jones,27.0,HOU,1.2,0.06,1980-81,Jones,Major,1519
Major Jones,28.0,HOU,1.3,0.084,1981-82,Jones,Major,1519
Major Jones,29.0,HOU,0.1,0.004,1982-83,Jones,Major,1519
Major Jones,30.0,HOU,0.9,0.08800000000000001,1983-84,Jones,Major,1519
Major Jones,31.0,DET,0.7,0.081,1984-85,Jones,Major,1519
Mark Jones,22.0,NJN,0.0,0.07,1983-84,Jones,Mark,1520
Mark Jones,29.0,ORL,-0.1,-0.033,2004-05,Jones,Mark,1521
Ozell Jones,24.0,SAS,1.3,0.073,1984-85,Jones,Ozell,1523
Ozell Jones,25.0,LAC,-0.1,-0.249,1985-86,Jones,Ozell,1523
Perry Jones,21.0,OKC,0.0,-0.003,2012-13,Jones,Perry,1524
Perry Jones,22.0,OKC,1.5,0.094,2013-14,Jones,Perry,1524
Perry Jones,23.0,OKC,0.2,0.015,2014-15,Jones,Perry,1524
Popeye Jones,23.0,DAL,3.6,0.098,1993-94,Jones,Popeye,1525
Popeye Jones,24.0,DAL,3.6,0.073,1994-95,Jones,Popeye,1525
Popeye Jones,25.0,DAL,3.7,0.076,1995-96,Jones,Popeye,1525
Popeye Jones,26.0,TOR,4.2,0.083,1996-97,Jones,Popeye,1525
Popeye Jones,27.0,TOR,0.3,0.038,1997-98,Jones,Popeye,1525
Popeye Jones,28.0,BOS,0.5,0.113,1998-99,Jones,Popeye,1525
Popeye Jones,29.0,DEN,0.6,0.08199999999999999,1999-00,Jones,Popeye,1525
Popeye Jones,30.0,WAS,1.2,0.094,2000-01,Jones,Popeye,1525
Popeye Jones,31.0,WAS,4.3,0.107,2001-02,Jones,Popeye,1525
Popeye Jones,32.0,DAL,0.0,0.005,2002-03,Jones,Popeye,1525
Popeye Jones,33.0,GSW,0.0,-0.16899999999999998,2003-04,Jones,Popeye,1525
Shelton Jones,22.0,TOT,0.3,0.022000000000000002,1988-89,Jones,Shelton,1526
Shelton Jones,22.0,SAS,0.0,-0.022000000000000002,1988-89,Jones,Shelton,1526
Shelton Jones,22.0,GSW,0.1,0.23,1988-89,Jones,Shelton,1526
Shelton Jones,22.0,PHI,0.3,0.024,1988-89,Jones,Shelton,1526
Solomon Jones,22.0,ATL,1.6,0.11699999999999999,2006-07,Jones,Solomon,1527
Solomon Jones,23.0,ATL,0.0,0.0,2007-08,Jones,Solomon,1527
Solomon Jones,24.0,ATL,1.9,0.138,2008-09,Jones,Solomon,1527
Solomon Jones,25.0,IND,0.8,0.057999999999999996,2009-10,Jones,Solomon,1527
Solomon Jones,26.0,IND,0.5,0.042,2010-11,Jones,Solomon,1527
Solomon Jones,27.0,TOT,0.3,0.042,2011-12,Jones,Solomon,1527
